item_name,saurce,ingredients,ingredients
Chicken Bowl, Fresh Tomato Salsa,"  Rice, Fajita Vegetables, Pinto Beans, Cheese, Lettuce, Guacamole  ",1
Chicken Bowl, Fresh Tomato Salsa,"  Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole  ",1
Chicken Bowl, Fresh Tomato Salsa,"  Rice, Guacamole  ",1
Chicken Bowl, Fresh Tomato Salsa,"  Rice, Guacamole, Lettuce  ",1
Chicken Bowl, Fresh Tomato Salsa,"  Rice, Pinto Beans, Cheese  ",1
Chicken Bowl, Fresh Tomato Salsa,"  Rice, Pinto Beans, Cheese, Guacamole, Lettuce  ",1
Chicken Bowl, Fresh Tomato Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Bowl, Fresh Tomato Salsa,"  Rice, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole  ",1
Chicken Bowl, Fresh Tomato Salsa,"  Rice, Sour Cream, Cheese, Lettuce  ",1
Chicken Bowl, Fresh Tomato Salsa,"  Rice, Sour Cream, Guacamole  ",1
Chicken Bowl, Fresh Tomato Salsa,"  Sour Cream, Cheese  ",1
Chicken Bowl, Fresh Tomato Salsa,"  Sour Cream, Lettuce, Rice, Cheese  ",1
Chicken Bowl, Fresh Tomato Salsa, Rice ,1
Chicken Bowl, Fresh Tomato Salsa ,Origin,3
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",5
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Cheese  ",3
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Fajita Veggies, Cheese  ",2
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Guacamole, Lettuce  ",2
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Sour Cream, Guacamole  ",2
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Rice, Black Beans, Fajita Veggies, Cheese, Guacamole, Lettuce  ",2
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",2
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",2
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Fajita Veggies, Guacamole, Lettuce  ",1
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Rice, Cheese, Sour Cream  ",1
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Rice, Sour Cream, Guacamole  ",1
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Rice, Black Beans, Sour Cream, Guacamole  ",1
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Rice, Fajita Veggies, Cheese, Lettuce  ",1
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Rice, Fajita Veggies, Sour Cream, Guacamole  ",1
Chicken Bowl, Fresh Tomato Salsa  Mild ,"  Rice, Pinto Beans, Cheese, Guacamole, Lettuce  ",1
Chicken Bowl, Fresh Tomato Salsa  Mild , Cheese ,1
Chicken Bowl, Fresh Tomato Salsa  Mild , Lettuce ,1
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",10
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Sour Cream, Cheese, Guacamole  ",7
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce  ",5
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce  ",4
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Guacamole  ",4
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",4
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Lettuce  ",4
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",3
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese  ",3
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Sour Cream, Guacamole  ",3
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Cheese, Lettuce  ",3
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Guacamole  ",2
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Lettuce, Guacamole  ",2
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Guacamole  ",2
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Cheese, Sour Cream, Lettuce  ",2
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce  ",2
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Fajita Vegetables, Cheese, Lettuce  ",2
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",2
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Pinto Beans, Sour Cream, Cheese, Guacamole  ",2
Chicken Bowl, Roasted Chili Corn Salsa,"  Black Beans, Cheese, Guacamole  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Black Beans, Sour Cream, Cheese, Guacamole  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Cheese, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Cheese, Lettuce, Fajita Vegetables, Rice  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Black Beans, Guacamole  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Black Beans, Pinto Beans, Cheese, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Cheese, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Lettuce, Black Beans  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Pinto Beans, Sour Cream, Guacamole  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Sour Cream, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Cheese, Sour Cream  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Cheese, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Sour Cream, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Guacamole, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Sour Cream  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Guacamole  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Guacamole, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Sour Cream  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Cheese  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Cheese, Sour Cream, Guacamole  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Fajita Vegetables, Lettuce, Pinto Beans, Black Beans, Guacamole, Cheese  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Guacamole  ",1
Chicken Bowl, Roasted Chili Corn Salsa,"  Rice, Pinto Beans, Lettuce, Guacamole  ",1
Chicken Bowl, Roasted Chili Corn Salsa  Medium ,"  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream  ",3
Chicken Bowl, Roasted Chili Corn Salsa  Medium ,"  Black Beans, Rice, Cheese, Sour Cream, Lettuce  ",2
Chicken Bowl, Roasted Chili Corn Salsa  Medium ,"  Rice, Cheese  ",2
Chicken Bowl, Roasted Chili Corn Salsa  Medium ,"  Rice, Cheese, Lettuce  ",2
Chicken Bowl, Roasted Chili Corn Salsa  Medium ,"  Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",2
Chicken Bowl, Roasted Chili Corn Salsa  Medium ,"  Black Beans, Fajita Veggies, Cheese, Guacamole, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa  Medium ,"  Black Beans, Rice, Cheese, Guacamole, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa  Medium ,"  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa  Medium ,"  Black Beans, Rice, Sour Cream, Guacamole  ",1
Chicken Bowl, Roasted Chili Corn Salsa  Medium ,"  Pinto Beans, Black Beans, Rice, Cheese, Sour Cream, Guacamole  ",1
Chicken Bowl, Roasted Chili Corn Salsa  Medium ,"  Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa  Medium ,"  Pinto Beans, Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa  Medium ,"  Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Chicken Bowl, Roasted Chili Corn Salsa  Medium ,"  Rice, Fajita Veggies, Cheese  ",1
Chicken Bowl, Roasted Chili Corn Salsa  Medium ,"  Rice, Fajita Veggies, Sour Cream  ",1
Chicken Bowl, Roasted Chili Corn Salsa  Medium , Cheese ,1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Pinto Beans, Sour Cream, Lettuce  ",12
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Cheese, Sour Cream, Lettuce  ",4
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Sour Cream, Cheese, Guacamole  ",4
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Cheese  ",3
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Sour Cream, Lettuce  ",3
Chicken Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce  ",2
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Cheese, Sour Cream  ",2
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",2
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Guacamole, Lettuce  ",2
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Sour Cream, Cheese  ",2
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Cheese, Guacamole, Lettuce  ",2
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce  ",2
Chicken Bowl, Tomatillo Green Chili Salsa,"  Sour Cream, Cheese, Guacamole  ",2
Chicken Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Black Beans, Sour Cream, Lettuce  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Black Beans  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Cheese, Guacamole, Lettuce  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Cheese, Lettuce  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Sour Cream, Guacamole  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Black Beans  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Cheese, Guacamole  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Cheese, Lettuce  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Pinto Beans, Guacamole, Lettuce  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Cheese  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Cheese, Guacamole  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Cheese, Lettuce  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Cheese, Sour Cream, Guacamole  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Pinto Beans, Cheese, Lettuce  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Sour Cream, Guacamole  ",1
Chicken Bowl, Tomatillo Green Chili Salsa,"  Rice, Sour Cream, Guacamole, Lettuce  ",1
Chicken Bowl, Tomatillo Green Chili Salsa  Medium , Black Beans ,2
Chicken Bowl, Tomatillo Green Chili Salsa  Medium ,"  Black Beans, Rice, Cheese, Sour Cream  ",1
Chicken Bowl, Tomatillo Green Chili Salsa  Medium ,"  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Bowl, Tomatillo Green Chili Salsa  Medium ,"  Fajita Veggies, Cheese, Guacamole, Lettuce  ",1
Chicken Bowl, Tomatillo Green Chili Salsa  Medium ,"  Pinto Beans, Black Beans, Rice, Fajita Veggies, Sour Cream, Lettuce  ",1
Chicken Bowl, Tomatillo Green Chili Salsa  Medium ,"  Pinto Beans, Rice, Fajita Veggies, Lettuce  ",1
Chicken Bowl, Tomatillo Green Chili Salsa  Medium ,"  Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",8
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Sour Cream, Cheese, Lettuce  ",7
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",5
Chicken Bowl, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream  ",3
Chicken Bowl, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",3
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Cheese, Lettuce  ",3
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Cheese, Lettuce, Guacamole  ",2
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce  ",2
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole  ",2
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Cheese, Sour Cream, Lettuce  ",2
Chicken Bowl, Tomatillo Red Chili Salsa,"  Black Beans, Cheese, Sour Cream  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Rice, Cheese, Guacamole  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Black Beans  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Cheese, Guacamole  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Cheese, Lettuce  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Cheese, Sour Cream  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Pinto Beans, Cheese, Sour Cream  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Sour Cream, Guacamole, Lettuce  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Cheese  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Cheese, Sour Cream, Guacamole  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Fajita Vegetables, Sour Cream, Lettuce  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Pinto Beans, Cheese, Lettuce  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Pinto Beans, Guacamole, Lettuce  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Rice, Sour Cream, Cheese, Guacamole  ",1
Chicken Bowl, Tomatillo Red Chili Salsa,"  Sour Cream, Cheese, Guacamole, Lettuce, Black Beans, Rice  ",1
Chicken Bowl, Tomatillo Red Chili Salsa, Fajita Vegetables ,1
Chicken Bowl, Tomatillo Red Chili Salsa, Rice ,1
Chicken Bowl, Tomatillo Red Chili Salsa ,Origin,1
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Rice, Cheese, Lettuce  ",9
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole  ",3
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Rice, Black Beans, Cheese, Lettuce  ",3
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Rice, Cheese, Sour Cream, Lettuce  ",3
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream  ",2
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",2
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Cheese, Lettuce  ",1
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Rice, Cheese, Sour Cream  ",1
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Rice, Fajita Veggies, Cheese, Lettuce  ",1
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Cheese, Lettuce, Rice, Black Beans  ",1
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Cheese, Sour Cream, Fajita Veggies, Pinto Beans, Rice  ",1
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Pinto Beans, Cheese, Sour Cream, Rice, Fajita Veggies, Guacamole  ",1
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Pinto Beans, Rice, Cheese, Sour Cream, Guacamole  ",1
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Pinto Beans, Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Rice, Fajita Veggies, Pinto Beans, Sour Cream, Cheese, Guacamole  ",1
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Rice, Fajita Veggies, Sour Cream, Lettuce  ",1
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Rice, Pinto Beans, Fajita Veggies, Cheese, Sour Cream, Guacamole  ",1
Chicken Bowl, Tomatillo Red Chili Salsa  Hot ,"  Sour Cream, Cheese, Fajita Veggies, Guacamole, Rice, Pinto Beans  ",1
Chicken Bowl, Tomatillo Red Chili Salsa  Hot , Rice ,1
Chicken Bowl, White Rice ,Origin,2
Chicken Burrito,  Fresh Tomato Salsa  Mild ," Roasted Chili Corn Salsa  Medium  ,  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito,  Fresh Tomato Salsa  Mild ," Roasted Chili Corn Salsa  Medium  ,  Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Lettuce  ",1
Chicken Burrito,  Fresh Tomato Salsa  Mild ," Roasted Chili Corn Salsa  Medium  ,  Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito,  Fresh Tomato Salsa  Mild ," Roasted Chili Corn Salsa  Medium  ,  Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito,  Fresh Tomato Salsa  Mild ," Roasted Chili Corn Salsa  Medium  ,  Rice, Fajita Veggies, Cheese, Lettuce  ",1
Chicken Burrito,  Fresh Tomato Salsa  Mild ," Roasted Chili Corn Salsa  Medium , Tomatillo Red Chili Salsa  Hot  ,  Black Beans, Rice, Fajita Veggies, Lettuce  ",1
Chicken Burrito,  Fresh Tomato Salsa  Mild ," Roasted Chili Corn Salsa  Medium , Tomatillo Red Chili Salsa  Hot  ,  Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito,  Fresh Tomato Salsa  Mild ," Roasted Chili Corn Salsa  Medium , Tomatillo Red Chili Salsa  Hot  ,  Rice, Fajita Veggies, Cheese, Lettuce  ",1
Chicken Burrito,  Fresh Tomato Salsa  Mild ," Tomatillo Green Chili Salsa  Medium  ,  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream  ",1
Chicken Burrito,  Fresh Tomato Salsa  Mild ," Tomatillo Green Chili Salsa  Medium , Roasted Chili Corn Salsa  Medium  ,  Pinto Beans, Rice, Fajita Veggies, Cheese, Lettuce  ",1
Chicken Burrito,  Fresh Tomato Salsa  Mild ," Tomatillo Green Chili Salsa  Medium , Tomatillo Red Chili Salsa  Hot  ,  Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito,  Fresh Tomato Salsa  Mild ," Tomatillo Red Chili Salsa  Hot  ,  Rice, Fajita Veggies, Cheese, Lettuce  ",1
Chicken Burrito,  Fresh Tomato Salsa  Mild ," Tomatillo Red Chili Salsa  Hot  ,  Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito,  Lettuce," Fajita Veggies, Rice  ",1
Chicken Burrito,  Lettuce, Rice  ,1
Chicken Burrito,  Lettuce," Rice, Fajita Veggies  ",1
Chicken Burrito,  Rice, Cheese  ,2
Chicken Burrito,  Roasted Chili Corn Salsa  Medium ," Fresh Tomato Salsa  Mild  ,  Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito,  Roasted Chili Corn Salsa  Medium ," Tomatillo Red Chili Salsa  Hot  ,  Black Beans, Rice, Cheese, Sour Cream, Lettuce  ",1
